CASEID,ORGANIZATION_NUMBER,PERCENT_WHITE,BUDGET,DISCIPLINE,JOBTYPE,LEVEL,EMPLOYMENTSTATUS,RACEETHNICITY,GENDER,DISABILITYSTATUS,DECADEBORN,DECADEHIRED,VOLUNTEER
356,MASKED,3,5,Visual Arts,14,1,1,6,1,-9,1960,2000,2
357,MASKED,3,3,Visual Arts,12,3,1,-8,1,-9,1950,2000,2
358,MASKED,2,5,Music,1,1,4,2,2,1,1970,2000,2
359,MASKED,4,1,Music,2,3,-9,6,1,-9,1980,2010,1
360,MASKED,2,2,Multi-Discipline,12,2,1,4,1,-9,1980,2010,2
361,MASKED,3,5,Film/Visual/Audio,15,2,1,2,1,-9,1950,1990,2
362,MASKED,3,5,Multi-Discipline,18,1,4,3,2,-9,1980,2010,2
363,MASKED,3,5,Multi-Discipline,22,1,4,6,1,-9,1980,2000,2
364,MASKED,2,2,Multi-Discipline,8,2,4,6,1,2,1990,2000,2
365,MASKED,1,3,Dance,2,-9,-9,3,1,-9,1970,2010,2
366,MASKED,4,4,Visual Arts,22,1,4,6,2,-9,1990,2010,2
367,MASKED,3,4,Theater,14,3,1,6,1,-9,1970,2010,2
368,MASKED,3,5,Music,21,2,1,6,2,-9,1960,2000,2
369,MASKED,1,2,Multi-Discipline,8,2,4,5,2,-9,1990,2010,2
370,MASKED,2,5,Museum,6,1,1,2,1,-9,1970,2010,2
371,MASKED,4,4,Music,14,3,4,6,1,-9,1950,1990,2
372,MASKED,2,5,Museum,9,1,1,6,2,-9,1980,1990,2
373,MASKED,2,3,Theater,21,1,4,6,1,-9,1980,2000,2
374,MASKED,1,3,Museum,2,3,4,4,2,-9,1980,2010,1
375,MASKED,3,2,Multi-Discipline,2,3,4,6,2,-9,1970,2010,1
376,MASKED,3,1,Museum,9,1,4,3,2,-9,1970,2000,1
377,MASKED,3,2,Music,2,-9,-9,6,1,-9,1950,2000,1
378,MASKED,4,4,Dance,20,2,1,6,2,-9,1960,2010,2
379,MASKED,2,4,Music,20,1,1,6,1,-9,1970,2010,2
380,MASKED,3,5,Music,20,1,1,3,1,-9,1980,2000,2
381,MASKED,1,5,Multi-Discipline,8,1,4,6,1,-9,1970,2000,2
382,MASKED,1,3,Theater,1,2,4,4,2,-9,1980,2010,2
383,MASKED,3,5,Theater,21,1,4,6,1,-9,1950,2010,2
384,MASKED,3,5,Music,14,1,1,6,1,-9,1970,1990,2
385,MASKED,1,3,Theater,1,1,4,4,2,-9,1970,2010,2
386,MASKED,1,1,Folk Arts,8,2,4,4,1,-9,1950,2010,2
387,MASKED,2,4,Multi-Discipline,22,2,4,3,1,-9,1970,2010,2
388,MASKED,3,1,Theater,1,3,2,6,1,-9,1950,1980,2
389,MASKED,3,5,Multi-Discipline,14,1,1,6,1,-9,1980,2010,2
390,MASKED,3,5,Theater,20,2,1,6,2,-9,1970,2000,2
391,MASKED,2,2,Museum,16,1,4,4,2,-9,1990,2010,2
392,MASKED,2,3,Dance,14,1,2,-8,1,-9,-8,1990,2
393,MASKED,3,5,Music,16,1,1,6,1,-9,1970,2010,2
394,MASKED,3,5,Music,16,2,1,6,2,-9,1950,1980,2
395,MASKED,4,1,Theater,2,3,1,6,1,-9,1950,1990,1
396,MASKED,3,5,Multi-Discipline,22,1,4,4,2,-9,1980,2010,2
397,MASKED,4,5,Dance,1,2,1,6,2,-9,1950,1980,2
398,MASKED,3,5,Theater,20,1,4,6,2,-9,1980,2000,2
399,MASKED,4,4,Visual Arts,22,2,1,6,1,-9,1950,2000,2
400,MASKED,3,5,Theater,2,3,-9,6,2,-9,1950,1990,1
401,MASKED,1,4,Museum,20,1,4,4,1,-9,-8,2010,2
402,MASKED,4,1,Photography,2,3,4,6,1,-9,1970,2010,1
403,MASKED,2,2,Music,22,1,1,3,2,-9,1990,2010,2
404,MASKED,2,4,Music,16,2,1,6,2,-9,1970,2010,2
405,MASKED,2,5,Botanical and Science and Zoo,22,1,-9,3,2,-9,1990,2010,2
406,MASKED,3,1,Visual Arts,2,2,2,6,1,-9,1960,-8,2
407,MASKED,1,5,Multi-Discipline,20,1,4,6,1,-9,1970,2010,2
408,MASKED,4,2,Humanities,16,1,1,6,1,-9,-8,2010,2
409,MASKED,2,2,Music,1,2,2,6,2,-9,1990,2010,2
410,MASKED,2,3,Multi-Discipline,2,-9,-9,4,2,-9,1950,1990,1
411,MASKED,3,2,Multi-Discipline,21,2,1,6,2,-9,1960,1990,2
412,MASKED,1,5,Multi-Discipline,9,1,1,6,2,-9,1960,1980,2
413,MASKED,2,5,Museum,8,2,4,6,2,-9,-8,-8,2
414,MASKED,2,5,Museum,5,1,4,6,2,-9,1970,2000,2
415,MASKED,3,2,Visual Arts,2,-9,-9,6,2,-9,1950,2000,1
416,MASKED,3,2,Dance,1,1,4,3,2,-9,1970,2000,2
417,MASKED,3,3,Multi-Discipline,2,3,-9,6,1,-9,1960,-8,1
418,MASKED,2,5,Multi-Discipline,21,2,4,6,2,-9,1990,2010,2
419,MASKED,4,2,Museum,2,3,-9,6,1,-9,1950,-8,1
420,MASKED,2,5,Multi-Discipline,16,1,4,6,2,-9,1970,2010,2
421,MASKED,3,4,Dance,20,1,4,6,1,-9,1980,2010,2
422,MASKED,3,3,Architecture/Design,2,-9,-9,6,1,-9,-8,-8,1
423,MASKED,1,2,Multi-Discipline,1,2,4,4,1,-9,-8,-8,2
424,MASKED,1,3,Theater,1,1,4,6,2,-9,1980,2010,2
425,MASKED,4,5,Music,16,2,1,6,1,-9,1960,2010,2
426,MASKED,2,5,Museum,8,1,4,6,1,-9,-8,-8,2
427,MASKED,1,4,Museum,2,3,4,4,1,-9,-8,1990,1
428,MASKED,2,2,Theater,20,1,4,6,1,-9,1950,2010,2
429,MASKED,2,2,Music,8,1,3,2,1,-9,1990,2010,2
430,MASKED,2,2,Multi-Discipline,2,3,4,6,1,-9,1950,2000,1
431,MASKED,1,5,Multi-Discipline,19,2,1,3,2,-9,1960,1990,2
432,MASKED,4,1,Theater,20,2,2,6,2,-9,1980,2000,2
433,MASKED,2,5,Humanities,2,-9,-9,4,2,-9,-8,2010,2
434,MASKED,1,3,Visual Arts,21,1,3,4,2,-9,1990,2010,2
435,MASKED,3,3,Music,8,2,1,6,2,2,1980,2010,2
436,MASKED,4,3,Theater,21,-9,-9,6,2,-9,1990,2010,2
437,MASKED,3,2,Music,1,-9,2,6,2,-9,1950,2010,2
438,MASKED,3,1,Music,1,2,2,6,2,-9,1970,2000,2
439,MASKED,3,4,Museum,8,1,4,6,1,-9,1990,2010,2
440,MASKED,2,5,Botanical and Science and Zoo,19,3,4,6,1,-9,1960,2010,2
441,MASKED,2,5,Museum,2,-9,-9,6,1,-9,-8,2000,1
442,MASKED,4,3,Visual Arts,17,1,4,6,1,-9,1990,2010,2
443,MASKED,2,5,Multi-Discipline,16,2,1,6,2,-9,1980,2010,2
444,MASKED,1,3,Multi-Discipline,2,-9,-9,2,2,-9,-8,2010,1
445,MASKED,2,5,Botanical and Science and Zoo,19,1,1,3,2,-9,1950,1980,2
446,MASKED,2,2,Multi-Discipline,2,3,4,2,1,-9,-8,2010,1
447,MASKED,2,4,Music,6,2,1,2,1,-9,1980,2010,2
448,MASKED,3,4,Music,2,3,4,6,2,-9,1950,1990,1
449,MASKED,2,2,Architecture/Design,4,1,3,6,2,-9,1990,2010,1
450,MASKED,2,5,Music,8,2,4,6,1,1,1950,2000,2
451,MASKED,2,1,Visual Arts,2,-9,-9,6,2,-9,1960,2010,2
452,MASKED,4,5,Museum,4,1,1,2,1,-9,1950,1990,2
453,MASKED,2,4,Museum,2,-9,-9,6,1,-9,1950,2010,1
454,MASKED,2,5,Music,8,2,4,6,2,1,1950,1980,2
455,MASKED,3,5,Dance,15,2,1,6,2,-9,1950,2010,2
456,MASKED,2,5,Museum,22,1,4,6,2,-9,1950,2010,1
457,MASKED,2,5,Museum,5,1,1,3,1,-9,1950,1990,2
458,MASKED,1,2,Film/Visual/Audio,2,-9,-9,3,2,-9,1950,2000,1
459,MASKED,4,3,Theater,2,3,2,6,1,-9,1950,2010,1
460,MASKED,4,1,Theater,2,3,4,6,2,-9,1970,2010,2
461,MASKED,3,4,Museum,2,3,4,6,2,-9,1950,2010,1
462,MASKED,3,5,Theater,18,1,1,6,1,-9,1950,2000,2
463,MASKED,2,1,Dance,3,1,4,2,2,-9,1970,2000,2
464,MASKED,2,5,Multi-Discipline,10,2,1,6,2,-9,1980,2010,2
465,MASKED,3,4,Theater,21,1,2,6,2,-9,-8,2010,2
466,MASKED,3,4,Music,8,2,4,6,1,-9,1980,2010,2
467,MASKED,4,1,Theater,1,3,4,6,1,-9,1980,2000,2
468,MASKED,2,4,Visual Arts,1,2,1,6,2,-9,1950,2000,2
469,MASKED,1,5,Dance,8,1,4,6,2,-9,1990,2010,2
470,MASKED,2,3,Multi-Discipline,16,2,2,4,2,-9,1970,2010,2
471,MASKED,2,5,Music,21,1,4,3,1,1,1980,2010,2
472,MASKED,3,3,Music,8,-9,4,6,2,-9,1970,2010,2
473,MASKED,2,4,Botanical and Science and Zoo,16,1,4,4,1,-9,-8,2010,2
474,MASKED,2,3,Theater,12,3,1,6,2,-9,-8,2010,2
475,MASKED,2,5,Museum,8,1,1,3,1,-9,-8,-8,2
476,MASKED,3,4,Museum,6,2,1,6,2,-9,1950,2010,2
477,MASKED,2,2,Multi-Discipline,8,2,4,3,2,2,1990,2000,2
478,MASKED,3,3,Multi-Discipline,20,1,1,2,1,-9,1990,2010,2
479,MASKED,3,5,Multi-Discipline,20,2,1,6,2,-9,1970,2010,2
480,MASKED,2,5,Music,9,1,1,4,2,1,1960,2000,2
481,MASKED,3,1,Visual Arts,2,3,-9,3,2,-9,1980,-8,1
482,MASKED,1,2,Multi-Discipline,5,3,2,-8,3,-9,1960,2000,2
483,MASKED,3,4,Museum,22,1,4,2,1,-9,-8,-8,1
484,MASKED,2,5,Music,8,2,4,6,2,1,1970,2000,2
485,MASKED,3,5,Multi-Discipline,1,1,4,4,1,-9,1970,2010,2
486,MASKED,3,5,Music,2,-9,-9,6,2,-9,1950,1990,1
487,MASKED,1,5,Dance,8,1,4,3,2,-9,1960,2010,2
488,MASKED,3,5,Music,16,2,1,6,1,-9,1980,2000,2
489,MASKED,3,3,Theater,2,3,4,6,1,-9,1950,1990,1
490,MASKED,4,1,Photography,2,3,4,6,1,-9,1980,2000,1
491,MASKED,4,1,Architecture/Design,2,3,4,2,2,-9,1950,1990,2
492,MASKED,3,5,Theater,1,1,1,6,1,-9,1960,2000,2
493,MASKED,4,3,Literature,12,3,1,6,1,-9,1970,2000,2
494,MASKED,1,3,Multi-Discipline,1,2,2,4,2,-9,1970,2010,2
495,MASKED,2,1,Music,1,3,2,6,2,-9,1960,2010,1
496,MASKED,1,5,Multi-Discipline,2,-9,-9,6,1,-9,1960,2010,1
497,MASKED,3,5,Multi-Discipline,10,1,1,6,1,-9,1990,2010,2
498,MASKED,3,5,Theater,21,1,1,6,1,-9,1990,2000,2
499,MASKED,4,2,Theater,2,3,4,6,1,-9,1980,2010,1
500,MASKED,2,4,Dance,2,2,4,6,2,-9,1970,2010,2
501,MASKED,2,5,Museum,12,3,1,6,2,1,1950,1970,2
502,MASKED,3,3,Dance,1,1,4,6,1,-9,1990,2010,2
503,MASKED,4,1,Music,2,-9,-9,6,1,-9,-8,-8,2
504,MASKED,2,5,Theater,20,1,1,4,1,-9,1960,2000,2
505,MASKED,3,5,Multi-Discipline,6,3,1,6,1,-9,1970,2010,2
506,MASKED,3,5,Theater,21,1,1,6,2,-9,1980,2000,2
507,MASKED,1,3,Museum,8,1,4,6,1,-9,1960,2000,2
508,MASKED,3,4,Museum,8,2,2,6,1,-9,1990,2010,2
509,MASKED,3,5,Theater,2,-9,-9,6,1,-9,1950,2000,2
510,MASKED,4,3,Music,2,3,4,6,2,-9,1970,2010,1
511,MASKED,4,1,Multi-Discipline,20,2,1,6,1,-9,-8,-8,2
512,MASKED,4,1,Museum,2,2,4,6,1,-9,1950,2010,1
513,MASKED,2,1,Dance,1,2,2,6,1,-9,1970,2000,1
514,MASKED,3,5,Film/Visual/Audio,16,1,1,6,1,-9,1960,2010,2
515,MASKED,2,2,Theater,8,2,2,3,1,-9,1950,2000,2
516,MASKED,3,2,Music,1,3,1,6,2,-9,1970,2000,2
517,MASKED,1,2,Multi-Discipline,20,2,1,6,1,-9,1990,2010,2
518,MASKED,1,3,Multi-Discipline,19,1,1,3,2,-9,1970,2000,2
519,MASKED,2,1,Music,21,2,2,6,2,-9,1990,2010,1
520,MASKED,2,5,Museum,18,2,1,2,1,1,1950,1990,2
521,MASKED,3,1,Theater,21,3,2,6,1,-9,1980,2010,2
522,MASKED,1,5,Multi-Discipline,6,1,1,6,2,-9,1960,2010,2
523,MASKED,4,1,Music,14,3,2,6,2,-9,1950,1970,2
524,MASKED,1,3,Museum,9,2,1,3,2,-9,1960,2000,2
525,MASKED,2,5,Museum,9,1,1,3,1,1,1950,2000,2
526,MASKED,1,1,Music,13,2,2,-8,1,-9,1950,1990,2
527,MASKED,2,2,Music,6,1,1,6,1,-9,1990,2010,2
528,MASKED,4,3,Music,21,1,4,6,2,-9,1990,2010,2
529,MASKED,2,5,Multi-Discipline,22,1,4,3,1,-9,1970,2000,2
530,MASKED,3,3,Theater,21,1,4,3,2,-9,1980,2010,2
531,MASKED,4,5,Dance,2,-9,-9,6,2,-9,1950,2010,1
532,MASKED,1,5,Multi-Discipline,2,-9,-9,3,2,-9,-8,1990,1
533,MASKED,2,5,Museum,20,1,1,3,2,-9,1970,2010,2
534,MASKED,1,5,Dance,8,1,4,3,1,-9,1960,2000,2
535,MASKED,3,5,Theater,1,2,1,6,1,-9,1970,2010,2
536,MASKED,2,5,Botanical and Science and Zoo,8,1,-9,6,1,-9,1950,2010,2
537,MASKED,1,2,Music,11,1,1,5,2,-9,1970,2010,2
538,MASKED,1,3,Multi-Discipline,2,3,4,3,2,-9,1960,2010,1
539,MASKED,2,5,Theater,1,2,4,6,1,-9,1950,2000,2
540,MASKED,3,1,Dance,1,1,4,6,1,-9,1980,2000,2
541,MASKED,2,1,Film/Visual/Audio,15,1,4,6,1,-9,1990,2010,1
542,MASKED,3,5,Music,16,2,1,6,2,-9,1950,2000,2
543,MASKED,2,3,Museum,17,3,1,6,1,-9,1980,2000,2
544,MASKED,4,3,Museum,2,3,-9,6,1,-9,1950,2000,2
545,MASKED,2,5,Humanities,2,-9,-9,6,1,-9,-8,1990,2
546,MASKED,2,5,Museum,19,1,1,6,1,1,1970,2000,2
547,MASKED,2,3,Multi-Discipline,8,2,4,5,1,-9,1980,2010,2
548,MASKED,4,3,Botanical and Science and Zoo,2,-9,-9,6,2,-9,1960,-8,2
549,MASKED,4,1,Theater,16,3,4,6,1,-9,1960,2010,1
550,MASKED,2,2,Theater,2,3,1,6,2,-9,1950,1990,2
551,MASKED,3,5,Theater,1,1,2,6,2,-9,-8,2000,2
552,MASKED,4,3,Theater,6,1,3,6,1,-9,1990,2010,1
553,MASKED,2,2,Dance,1,-9,4,6,1,-9,1990,2000,2
554,MASKED,3,4,Theater,2,3,1,6,2,-9,1970,2010,1
555,MASKED,2,2,Visual Arts,17,2,1,6,2,2,1980,2010,2
556,MASKED,2,5,Multi-Discipline,9,1,1,4,1,2,-8,-8,2
557,MASKED,2,2,Music,22,1,4,6,2,-9,1950,2010,2
558,MASKED,2,3,Botanical and Science and Zoo,22,1,4,3,1,-9,1990,2010,2
559,MASKED,1,2,Museum,20,1,4,4,1,-9,1980,1980,2
560,MASKED,4,5,Dance,1,2,1,6,2,-9,1980,2000,2
561,MASKED,3,1,Theater,2,3,4,6,1,-9,1970,2010,1
562,MASKED,1,3,Multi-Discipline,1,1,4,6,2,-9,1960,2000,2
563,MASKED,3,4,Theater,14,3,1,6,2,-9,1950,1990,2
564,MASKED,2,5,Museum,19,1,1,6,2,1,1960,2010,2
565,MASKED,2,5,Museum,13,2,1,6,1,1,1970,2000,2
566,MASKED,3,4,Music,8,2,4,6,1,-9,1990,2010,2
567,MASKED,3,5,Theater,14,1,2,6,2,-9,1980,2010,2
568,MASKED,1,2,Multi-Discipline,16,2,1,3,1,-9,1970,2010,2
569,MASKED,4,4,Dance,2,3,1,6,2,-9,1970,2010,2
570,MASKED,2,1,Music,1,1,2,6,1,-9,1990,2010,1
571,MASKED,3,3,Visual Arts,16,1,3,6,1,-9,1980,2010,1
572,MASKED,3,3,Multi-Discipline,8,2,4,6,1,-9,1980,2010,2
573,MASKED,4,3,Theater,2,3,-9,6,2,-9,-8,2010,1
574,MASKED,4,1,Multi-Discipline,1,1,2,6,2,-9,1950,1990,2
575,MASKED,4,3,Theater,10,3,4,4,1,-9,1960,2010,2
576,MASKED,4,4,Film/Visual/Audio,16,3,1,6,2,-9,1950,1990,2
577,MASKED,3,5,Music,8,1,4,6,2,-9,1970,1990,2
578,MASKED,3,2,Theater,21,2,4,6,2,-9,1980,2010,2
579,MASKED,1,3,Multi-Discipline,8,1,1,3,1,-9,1970,2000,2
580,MASKED,2,5,Museum,5,3,1,2,1,-9,1970,2000,2
581,MASKED,4,2,Dance,1,2,2,6,2,-9,1980,2010,2
582,MASKED,2,5,Museum,3,1,4,6,2,1,1980,2010,2
583,MASKED,2,5,Multi-Discipline,15,2,1,6,2,-9,1980,2010,2
584,MASKED,2,5,Museum,9,1,1,4,2,1,1980,2010,2
585,MASKED,3,4,Visual Arts,8,2,4,6,1,-9,1950,2000,2
586,MASKED,2,5,Museum,19,1,1,3,2,1,1980,2010,2
587,MASKED,2,5,Botanical and Science and Zoo,22,1,-9,3,1,-9,1990,2010,2
588,MASKED,3,5,Multi-Discipline,21,1,4,6,1,-9,-8,2010,2
589,MASKED,1,5,Dance,21,1,4,-8,2,-9,1980,2010,2
590,MASKED,1,1,Theater,12,3,4,-8,1,-9,1950,1980,2
591,MASKED,2,3,Dance,2,3,4,5,1,-9,1950,2000,2
592,MASKED,2,3,Multi-Discipline,16,3,1,5,1,-9,1970,2010,2
593,MASKED,4,3,Music,2,2,4,6,1,-9,1960,2010,1
594,MASKED,3,5,Visual Arts,18,1,1,2,2,-9,1950,1980,2
595,MASKED,3,3,Literature,7,1,3,4,1,-9,1990,2010,2
596,MASKED,4,3,Museum,6,1,1,6,1,-9,1980,2010,2
597,MASKED,2,5,Multi-Discipline,16,2,1,6,1,-9,1960,2010,2
598,MASKED,3,5,Music,13,2,1,6,1,-9,1980,2010,2
599,MASKED,1,5,Multi-Discipline,21,1,4,6,2,-9,1970,2010,2
600,MASKED,2,1,Theater,21,2,4,5,1,-9,1980,2000,1
601,MASKED,3,5,Music,10,2,1,4,1,-9,1980,2000,2
602,MASKED,2,5,Multi-Discipline,16,1,1,3,2,-9,1970,2000,2
603,MASKED,1,3,Multi-Discipline,1,1,1,3,2,-9,1990,2000,2
604,MASKED,3,5,Film/Visual/Audio,9,2,1,6,2,-9,1960,1990,2
605,MASKED,1,2,Multi-Discipline,2,-9,-9,3,1,-9,-8,-8,2
606,MASKED,2,2,Visual Arts,8,1,3,4,1,-9,1990,2010,2
607,MASKED,3,5,Film/Visual/Audio,20,1,1,3,1,-9,1990,2010,2
608,MASKED,1,5,Multi-Discipline,16,1,1,4,2,-9,1990,2010,2
609,MASKED,3,5,Theater,22,1,4,6,1,-9,1980,2000,2
610,MASKED,1,1,Dance,9,1,4,6,1,-9,1980,2010,1
611,MASKED,3,3,Museum,2,3,1,6,2,-9,1970,2010,1
612,MASKED,4,4,Theater,8,1,4,6,2,-9,1990,2000,2
613,MASKED,3,2,Theater,1,-9,4,3,1,-9,1980,2010,2
614,MASKED,4,4,Theater,1,1,2,6,1,-9,1960,1980,1
615,MASKED,2,5,Multi-Discipline,9,1,1,3,1,-9,1950,1980,2
616,MASKED,2,5,Multi-Discipline,8,2,4,6,1,-9,1950,2010,2
617,MASKED,2,4,Multi-Discipline,6,2,1,6,1,-9,1980,2010,2
618,MASKED,2,5,Museum,9,2,1,6,2,-9,1970,2010,2
619,MASKED,3,5,Theater,18,2,1,6,2,-9,1970,2000,2
620,MASKED,1,4,Multi-Discipline,2,3,4,6,2,-9,1950,2010,1
621,MASKED,4,2,Theater,2,2,4,6,2,-9,-8,2010,1
622,MASKED,3,5,Multi-Discipline,14,3,1,6,1,-9,1970,2010,2
623,MASKED,3,3,Theater,21,1,4,6,2,-9,1970,2010,2
624,MASKED,4,1,Music,1,3,2,6,1,-9,1950,2000,2
625,MASKED,3,5,Dance,10,2,1,2,2,-9,1980,2010,2
626,MASKED,2,2,Visual Arts,2,-9,-9,6,1,-9,1950,2010,1
627,MASKED,2,5,Museum,19,1,1,3,1,-9,1950,1990,2
628,MASKED,3,5,Multi-Discipline,2,-9,-9,6,2,-9,-8,2000,2
629,MASKED,2,5,Museum,9,2,1,6,2,-9,-8,-8,2
630,MASKED,2,5,Multi-Discipline,8,2,4,6,1,-9,1980,2010,2
631,MASKED,1,5,Multi-Discipline,6,1,1,3,1,-9,1990,2000,2
632,MASKED,2,5,Multi-Discipline,21,2,4,6,1,-9,1980,2010,2
633,MASKED,4,2,Music,2,3,4,6,2,-9,1950,1990,1
634,MASKED,2,5,Multi-Discipline,22,1,4,3,1,-9,1950,1990,2
635,MASKED,1,5,Multi-Discipline,6,1,1,4,2,-9,1980,2010,2
636,MASKED,3,3,Multi-Discipline,3,1,1,2,1,-9,1980,2010,2
637,MASKED,1,5,Multi-Discipline,22,1,4,6,1,-9,1950,2000,2
638,MASKED,3,5,Music,2,-9,-9,6,1,-9,1950,1970,1
639,MASKED,3,1,Theater,1,1,2,3,2,-9,-8,2000,2
640,MASKED,1,2,Multi-Discipline,20,1,4,4,1,-9,1960,2010,2
641,MASKED,2,1,Photography,8,2,1,6,1,-9,1990,2010,2
642,MASKED,1,3,Dance,1,3,1,-8,3,-9,-8,2010,2
643,MASKED,3,5,Theater,1,1,1,4,1,-9,1970,2000,2
644,MASKED,3,5,Theater,21,1,1,6,1,-9,1980,2000,2
645,MASKED,2,2,Music,19,1,1,2,2,-9,1980,2010,2
646,MASKED,3,3,Theater,1,2,4,6,2,-9,1960,2010,2
647,MASKED,3,5,Multi-Discipline,21,1,4,6,1,-9,-8,2010,2
648,MASKED,2,5,Museum,19,1,1,6,2,1,1970,2000,2
649,MASKED,2,5,Botanical and Science and Zoo,9,1,1,4,2,-9,1980,2010,2
650,MASKED,2,5,Museum,19,1,1,6,2,1,1960,1990,2
651,MASKED,2,5,Botanical and Science and Zoo,9,1,1,1,2,-9,1980,2010,2
652,MASKED,4,3,Music,2,-9,-9,6,2,-9,1960,2000,1
653,MASKED,4,3,Theater,21,2,1,6,1,-9,1990,2010,2
654,MASKED,2,1,Dance,21,2,1,5,1,-9,1970,2010,2
655,MASKED,2,1,Multi-Discipline,2,3,-9,4,2,-9,1960,-8,1
656,MASKED,3,4,Visual Arts,2,-9,-9,4,2,-9,-8,-8,1
657,MASKED,2,5,Multi-Discipline,16,1,4,3,1,-9,1980,2010,2
658,MASKED,2,3,Theater,2,-9,-9,6,1,-9,1950,-8,1
659,MASKED,3,2,Literature,2,3,2,6,2,-9,1960,2000,2
660,MASKED,3,5,Multi-Discipline,22,1,4,3,1,-9,1980,2000,2
661,MASKED,2,3,Multi-Discipline,2,-9,-9,6,2,-9,1950,-8,1
662,MASKED,3,4,Visual Arts,8,2,4,6,1,-9,1960,2010,2
663,MASKED,2,2,Dance,1,-9,4,6,1,-9,1980,2010,2
664,MASKED,4,5,Film/Visual/Audio,2,3,-9,2,2,-9,1960,2010,2
665,MASKED,2,5,Multi-Discipline,1,2,4,6,1,-9,1960,2010,2
666,MASKED,4,4,Theater,21,3,1,6,1,-9,1980,2010,2
667,MASKED,3,5,Visual Arts,17,2,1,6,2,-9,1960,1990,2
668,MASKED,2,4,Dance,22,1,4,6,1,-9,1990,2010,2
669,MASKED,1,5,Multi-Discipline,9,1,1,3,2,-9,1970,2010,2
670,MASKED,2,1,Music,2,2,2,6,2,-9,1960,1990,1
671,MASKED,2,5,Museum,12,3,1,6,2,-9,-8,-8,2
672,MASKED,3,5,Dance,2,3,-9,6,2,-9,1950,2000,1
673,MASKED,4,3,Music,2,3,4,6,1,-9,1950,2010,1
674,MASKED,3,1,Multi-Discipline,2,3,1,6,1,-9,1950,2000,1
675,MASKED,1,5,Dance,21,1,4,6,1,-9,1990,2010,2
676,MASKED,3,5,Multi-Discipline,6,1,1,5,2,-9,1980,2010,2
677,MASKED,2,3,Museum,2,-9,-9,4,2,-9,1980,2010,1
678,MASKED,3,5,Visual Arts,11,1,1,6,2,-9,1960,2000,2
679,MASKED,2,4,New Media,3,1,4,6,1,-9,1960,2010,2
680,MASKED,3,5,Theater,21,1,1,6,2,-9,1960,2000,2
681,MASKED,4,3,Theater,1,1,2,6,2,-9,-8,2010,2
682,MASKED,3,5,Theater,21,1,4,6,2,-9,1970,2000,2
683,MASKED,2,5,Botanical and Science and Zoo,22,1,-9,3,1,-9,1970,2010,2
684,MASKED,1,5,Multi-Discipline,19,1,1,3,2,-9,1960,1980,2
685,MASKED,4,2,Theater,21,1,1,6,1,-9,1980,2010,2
686,MASKED,3,5,Film/Visual/Audio,10,2,1,6,1,-9,1960,2000,2
687,MASKED,4,1,Visual Arts,2,2,1,6,1,-9,1970,2010,1
688,MASKED,2,5,Museum,8,1,1,2,1,-9,-8,-8,2
689,MASKED,3,2,Visual Arts,22,-9,-9,6,1,-9,1990,2010,2
690,MASKED,2,3,Dance,16,1,4,6,1,-9,1980,2010,2
691,MASKED,3,1,Multi-Discipline,2,3,1,6,1,-9,1980,2010,1
692,MASKED,2,2,Multi-Discipline,1,2,4,6,1,-9,1980,2010,2
693,MASKED,2,5,Museum,22,1,4,6,2,-9,1990,2010,2
694,MASKED,3,2,Visual Arts,20,1,4,6,2,-9,1990,2010,2
695,MASKED,3,5,Theater,5,1,2,6,2,-9,1980,2010,2
696,MASKED,1,4,Museum,8,1,4,4,2,-9,-8,2010,2
697,MASKED,2,5,Museum,21,1,1,6,2,1,1980,2000,2
698,MASKED,2,5,Museum,21,2,1,2,1,-9,-8,-8,2
699,MASKED,3,4,Museum,8,1,3,4,2,-9,1990,2010,2
700,MASKED,2,5,Botanical and Science and Zoo,6,1,4,6,2,-9,1990,2010,2
701,MASKED,2,3,Film/Visual/Audio,10,2,1,3,1,-9,1960,2010,2
702,MASKED,3,3,Multi-Discipline,14,3,1,6,1,-9,1980,2010,2
703,MASKED,2,3,Theater,1,1,2,3,1,-9,1980,2010,2
704,MASKED,1,1,Theater,16,3,2,6,1,-9,1950,1990,2
705,MASKED,4,3,Visual Arts,2,3,4,6,1,-9,-8,1990,1
706,MASKED,3,5,Theater,5,2,2,6,1,-9,1970,2010,2
707,MASKED,3,5,Visual Arts,11,1,1,6,1,-9,1950,1990,2
708,MASKED,3,4,Theater,1,2,2,6,1,-9,-8,2010,2
709,MASKED,3,3,Multi-Discipline,1,1,2,5,1,-9,1980,2010,2
710,MASKED,4,3,Music,6,2,1,6,1,-9,1970,2010,2
711,MASKED,1,1,Music,1,3,2,2,1,-9,1960,2000,1
712,MASKED,3,4,Music,1,3,4,2,1,-9,1960,1980,2
713,MASKED,2,5,Museum,9,1,1,4,2,1,1980,2010,2
714,MASKED,3,5,Multi-Discipline,21,1,4,6,2,-9,-8,2010,2
715,MASKED,1,3,Museum,1,1,2,4,2,-9,1960,2010,2
716,MASKED,2,5,Botanical and Science and Zoo,17,1,4,2,1,-9,1980,2010,2
717,MASKED,2,3,Multi-Discipline,2,-9,-9,2,1,-9,-8,-8,2
718,MASKED,2,5,Music,8,2,4,6,1,1,1980,2000,2
719,MASKED,1,3,Dance,20,1,3,-8,3,-9,1980,2010,2
720,MASKED,3,3,Theater,21,2,4,6,1,-9,1980,2010,2
